"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Mon Jul 04 20:45:26 GMT 2022","Mon Jul 04 20:45:26 GMT 2022","1","","TestEntertainments","","TestEntertainments","verifyThatAllEntertainmentsAreDisplayed","verifyThatAllEntertainmentsAreDisplayed()",""
"skipped","Mon Jul 04 20:45:25 GMT 2022","Mon Jul 04 20:45:25 GMT 2022","0","","TestMusics","","TestMusics","modifyMusicDetails","modifyMusicDetails()",""
"skipped","Mon Jul 04 20:45:25 GMT 2022","Mon Jul 04 20:45:25 GMT 2022","0","","TestArtists","","TestArtists","addArtistsRepeatedly","addArtistsRepeatedly(String, String)",""
"passed","Mon Jul 04 20:45:22 GMT 2022","Mon Jul 04 20:45:25 GMT 2022","2133","","TestLogin","","TestLogin","correctFailedLoginMessage","Sikertelen bejelentkezés","Bejelentkezés tesztelése hibás belépési adatokkal (DT-8 alapján)"
"skipped","Mon Jul 04 20:45:25 GMT 2022","Mon Jul 04 20:45:25 GMT 2022","0","","TestMusics","","TestMusics","addNewMusic","addNewMusic()",""
"skipped","Mon Jul 04 20:45:25 GMT 2022","Mon Jul 04 20:45:25 GMT 2022","1","","TestHome","","TestHome","collectDataFromHomepage","collectDataFromHomepage()",""
"broken","Mon Jul 04 20:45:25 GMT 2022","Mon Jul 04 20:45:25 GMT 2022","389","","TestMyTranslation","","TestMyTranslation","deleteMyTranslation","Felhasználó által hozzáadott fordítás törlése","Felhasználó által hozzáadott fordítás törlése"
"broken","Mon Jul 04 20:45:25 GMT 2022","Mon Jul 04 20:45:25 GMT 2022","386","","TestLogout","","TestLogout","successfulLogout","Kijelentkezés tesztelése","Kijelentkezés felhasználói fiókból"
"passed","Mon Jul 04 20:45:15 GMT 2022","Mon Jul 04 20:45:17 GMT 2022","2149","","TestLogin","","TestLogin","loginWithoutActivatingUserProfile","Bejelentkezés inaktív fiókba","Bejelentkezés valós belépési adatokkal, nem aktivált fiókba (DT-3 alapján)"
"passed","Mon Jul 04 20:45:06 GMT 2022","Mon Jul 04 20:45:13 GMT 2022","7110","","TestRegistration","","TestRegistration","successfulRegistration","Sikeres regisztráció","Sikeres regisztráció, mivel mindegyik beviteli mező valid adatot tartalmaz (DT-1 alapján)"
"passed","Mon Jul 04 20:45:13 GMT 2022","Mon Jul 04 20:45:15 GMT 2022","2354","","TestRegistration","","TestRegistration","unsuccessfulRegistration","Sikertelen regisztráció","Már regisztrált felhasználónévvel és email címmel történő regisztráció a DT-12 alapján"
"skipped","Mon Jul 04 20:45:25 GMT 2022","Mon Jul 04 20:45:25 GMT 2022","0","","TestAlbums","","TestAlbums","checkingPaginationNextButton","checkingPaginationNextButton()",""
"passed","Mon Jul 04 20:45:17 GMT 2022","Mon Jul 04 20:45:22 GMT 2022","5086","","TestLogin","","TestLogin","successfulLogin","Sikeres bejelentkezés","Bejelentkezés tesztelése valós belépési adatokkal (DT-1 alapján)"
