"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 06 00:43:48 GMT 2022","Wed Jul 06 00:43:51 GMT 2022","2465","","TestLogin","","TestLogin","correctFailedLoginMessage","Sikertelen bejelentkezés: megfelelő üzenet sikertelen bejelentkezés esetén","Bejelentkezés tesztelése hibás belépési adatokkal (DT-8 alapján)"
"passed","Wed Jul 06 00:46:16 GMT 2022","Wed Jul 06 00:46:20 GMT 2022","3931","","TestAlbums","","TestAlbums","checkingPaginationChangeContent","Lapozás tesztelése az Albumok oldalon","Annak ellenőrzése, hogy a lapozás során változik-e az oldal tartalom"
"skipped","Wed Jul 06 00:43:34 GMT 2022","Wed Jul 06 00:43:34 GMT 2022","1","","TestRegistration","","TestRegistration","successfulRegistration","Sikeres regisztráció","Sikeres regisztráció, mivel mindegyik beviteli mező valid adatot tartalmaz (DT-1 alapján)"
"passed","Wed Jul 06 00:46:20 GMT 2022","Wed Jul 06 00:46:22 GMT 2022","2147","","TestHome","","TestHome","collectAlbumTitlesFromHomepage","Adatok kigyűjtése a kezdőlapról","Az oldalon szereplő 10 album címének kigyűjtése egy TXT kiterjesztésű fájlba a kezdőlapról"
"passed","Wed Jul 06 00:43:34 GMT 2022","Wed Jul 06 00:43:40 GMT 2022","5521","","TestRegistration","","TestRegistration","unsuccessfulRegistration","Sikertelen regisztráció","Már regisztrált felhasználónévvel és email címmel történő regisztráció a DT-12 alapján"
"passed","Wed Jul 06 00:43:40 GMT 2022","Wed Jul 06 00:43:43 GMT 2022","2513","","TestLogin","","TestLogin","loginWithoutActivatingUserProfile","Bejelentkezés inaktív fiókba","Bejelentkezés valós belépési adatokkal, nem aktivált fiókba (DT-3 alapján)"
"passed","Wed Jul 06 00:46:12 GMT 2022","Wed Jul 06 00:46:16 GMT 2022","3798","","TestAlbums","","TestAlbums","checkingPaginationNextButton","Lapozási gomb eltűnésének tesztelése az Albumok oldalon","Lapozási gomb eltűnésének tesztelése az Albumok oldalon"
"broken","Wed Jul 06 00:45:37 GMT 2022","Wed Jul 06 00:46:12 GMT 2022","34480","","TestMusics","","TestMusics","modifyMusicDetails","Műveletek: zene adatainak módosítása","Meglévő zene adatainak módosítása"
"broken","Wed Jul 06 00:43:57 GMT 2022","Wed Jul 06 00:44:31 GMT 2022","34647","","TestMyTranslation","","TestMyTranslation","deleteMyTranslation","Felhasználó által hozzáadott fordítás törlése","Felhasználó által hozzáadott fordítás törlése"
"broken","Wed Jul 06 00:44:31 GMT 2022","Wed Jul 06 00:45:37 GMT 2022","66164","","TestMusics","","TestMusics","addNewMusic","Műveletek: Új zene hozzáadása","Új zene hozzáadása az adatbázishoz"
"passed","Wed Jul 06 00:43:51 GMT 2022","Wed Jul 06 00:43:57 GMT 2022","5850","","TestLogout","","TestLogout","successfulLogout","Kijelentkezés tesztelése","Kijelentkezés felhasználói fiókból"
"passed","Wed Jul 06 00:46:22 GMT 2022","Wed Jul 06 00:46:24 GMT 2022","1979","","TestEntertainments","","TestEntertainments","verifyThatAllEntertainmentsAreDisplayed","Kiadók nevének kilistázása","Az összes kiadó nevének kilistázása"
"passed","Wed Jul 06 00:43:43 GMT 2022","Wed Jul 06 00:43:48 GMT 2022","5636","","TestLogin","","TestLogin","successfulLogin","Sikeres bejelentkezés","Bejelentkezés tesztelése valós belépési adatokkal (DT-1 alapján)"
"skipped","Wed Jul 06 00:43:57 GMT 2022","Wed Jul 06 00:43:57 GMT 2022","0","","TestArtists","","TestArtists","addArtistsRepeatedly","Előadók sorozatos hozzáadása az adatbázishoz külső adatforrásból","Előre meghatározott előadók hozzáadása csv kiterjesztésű fájlból"
